"","work","title","year","first_author","issn","name"
"3323","https://openalex.org/W1981423648","Integrating legal support systems through document models","1992-01-01","https://openalex.org/A283571327","0957-4174","Expert Systems With Applications"
"3324","https://openalex.org/W2069803795","Indian central civil service pension rules: a case study in logic programming applied to regulations","1991-05-01","https://openalex.org/A2077615178",NA,"international conference on artificial intelligence and law"
"3325","https://openalex.org/W2500653647","KNOWLEDGE REPRESENTATION FOR LEGAL APPLICATIONS","1991-01-01","https://openalex.org/A283571327",NA,"Knowledge-Based Systems and Legal Applications"
"3326","https://openalex.org/W156961058","A textbook of belief dynamics","1999-01-01","https://openalex.org/A2415969429",NA,NA
"3327","https://openalex.org/W2011801332","Paraconsistent Belief Revision","2008-02-11","https://openalex.org/A1979781254","0040-5825","Theoria"
"3328","https://openalex.org/W2115967328","Testimony, Credibility, and Explanatory Coherence","2005-12-01","https://openalex.org/A722887898","0165-0106","Erkenntnis"
"3329","https://openalex.org/W2136808187","What's new isn't always best","2008-02-11","https://openalex.org/A2415969429","0040-5825","Theoria"
"3330","https://openalex.org/W217651844","Change, Choice and Inference: A Study of Belief Revision and Nonmonotonic Reasoning","2001-12-13","https://openalex.org/A2578750238",NA,NA
"3331","https://openalex.org/W2130742751","CAUSAL INFERENCE IN LEGAL DECISION MAKING: EXPLANATORY COHERENCE VS. BAYESIAN NETWORKS","2004-03-01","https://openalex.org/A722887898","0883-9514","Applied Artificial Intelligence"
"3332","https://openalex.org/W1563979967","Belief Revision And Epistemology","2000-02-01","https://openalex.org/A2143654628","0039-7857","Synthese"
"3333","https://openalex.org/W2082759413","What price coherence","1994-07-01","https://openalex.org/A2161409959","0003-2638","Analysis"
"3334","https://openalex.org/W1038772345","Coherence, Justification, and Knowledge: The Current Debate","1989-01-01","https://openalex.org/A1988228985",NA,NA
"3335","https://openalex.org/W265045496","Replies and Clarifications","1989-01-01","https://openalex.org/A1334066529",NA,NA
"3336","https://openalex.org/W2467188302","The AGM theory and inconsistent belief change","2005-01-01","https://openalex.org/A2239274559","0024-5836","Logique Et Analyse"
"3337","https://openalex.org/W1486547030","A Survey of non-Prioritized Belief Revision","1999-05-01","https://openalex.org/A2415969429","0165-0106","Erkenntnis"
"3338","https://openalex.org/W3165003809","Explanatory coherence (plus commentary)","1989-01-01","https://openalex.org/A722887898","0140-525X","Behavioral and Brain Sciences"
"3339","https://openalex.org/W1498718961","Coherence : Studies in epistemology and belief revision","1997-01-01","https://openalex.org/A2109958197",NA,NA
"3340","https://openalex.org/W2116864659","Evaluating Explanations in Law, Science, and Everyday Life","2006-06-01","https://openalex.org/A722887898","0963-7214","Current Directions in Psychological Science"
"3341","https://openalex.org/W1557494934","Making Beliefs Coherentl. The Subtraction and Addition Strategies.","1998-04-01","https://openalex.org/A2529728769","0925-8531","Journal of Logic, Language and Information"
"3342","https://openalex.org/W2019517070","Scientific discovery based on belief revision","1997-01-01","https://openalex.org/A2918414640","0022-4812","Journal of Symbolic Logic"
"3343","https://openalex.org/W2085022454","Knowledge in Flux: Modeling the Dynamics of Epistemic States","1990-10-02","https://openalex.org/A60487278",NA,NA
"3344","https://openalex.org/W52838096","A Paraconsistent Theory Of Belief Revision","2002-03-01","https://openalex.org/A1992532368","0165-0106","Erkenntnis"
"3345","https://openalex.org/W567686834","Condizioni di coerenza : ricerche di linguistica testuale","1999-01-01","https://openalex.org/A2109567420",NA,NA
"3346","https://openalex.org/W991429290","An inquiry into the nature of coherence and its role in legal argument","2006-01-01","https://openalex.org/A2649499777",NA,NA
"3347","https://openalex.org/W1490750625","On Structured Belief Bases","2001-01-01","https://openalex.org/A2166560692","1386-2790","Applied logic series"
"3348","https://openalex.org/W1550278928","Elements of Scientific Inquiry","1998-05-10","https://openalex.org/A2918414640",NA,NA
"3349","https://openalex.org/W2160693576","Resource Bounded Belief revision","1999-05-01","https://openalex.org/A2166560692","0165-0106","Erkenntnis"
"3350","https://openalex.org/W2923641540","Coherence, Justification, and the AGM Theory of Belief Revision","2002-01-01","https://openalex.org/A2924204998",NA,NA
"3351","https://openalex.org/W647732662","The Dynamics of Thought","2005-07-01","https://openalex.org/A60487278",NA,NA
"3352","https://openalex.org/W1686011839","Hot Thought: Mechanisms and Applications of Emotional Cognition","2006-08-18","https://openalex.org/A722887898",NA,NA
"3353","https://openalex.org/W1849010581","Providing foundations for coherentism","1999-11-01","https://openalex.org/A2415969429","0165-0106","Erkenntnis"
"3354","https://openalex.org/W1602904622","Generalized Change and the Meaning of Rationality Postulates","2003-03-01","https://openalex.org/A2166560692","0039-3215","Studia Logica"
"3355","https://openalex.org/W2912175139","Scientific discovery","1993-12-31","https://openalex.org/A2151465254",NA,NA
"3356","https://openalex.org/W194081208","Taking Belief Bases Seriously","1994-01-01","https://openalex.org/A2415969429",NA,NA
"3357","https://openalex.org/W2989739191","Belief Revision: Belief revision: An introduction","1992-05-01","https://openalex.org/A2990696407",NA,NA
"3358","https://openalex.org/W173025999","Belief revision from an epistemological point of view","2004-01-01","https://openalex.org/A2415969429",NA,NA
"3359","https://openalex.org/W2037470908","A Coherence Interpretation of Semi-Revision","2008-02-11","https://openalex.org/A2109958197","0040-5825","Theoria"
"3360","https://openalex.org/W2256673367","What is doubt and when is it reasonable","2004-01-01","https://openalex.org/A722887898","0045-5091","Canadian Journal of Philosophy"
"3361","https://openalex.org/W70888577","Coherence and Explanations","1999-05-01","https://openalex.org/A2257343661","0165-0106","Erkenntnis"
"3362","https://openalex.org/W2093965606","Desirable Product from the Teacher of Mathematics—The Point of View of an Engineering Teacher","1905-07-07","https://openalex.org/A2410722863","0036-8075","Science"
"3363","https://openalex.org/W2132766911","Reason, truth, and history","1981-01-01","https://openalex.org/A2059544886",NA,NA
"3364","https://openalex.org/W2989570669","Belief Revision: Reason maintenance and belief revision: Foundations versus coherence theories","1992-01-01","https://openalex.org/A2990776086",NA,NA
"3365","https://openalex.org/W1566216279","Unnatural Doubts: Epistemological Realism and the Basis of Scepticism","1991-01-01","https://openalex.org/A2432641219",NA,NA
"3366","https://openalex.org/W1598618539","A Textbook of Belief Dynamics: Solutions to exercises","2012-11-22","https://openalex.org/A2415969429",NA,NA
"3367","https://openalex.org/W2026999561","Ten philosophical problems in belief revision","2003-02-01","https://openalex.org/A2415969429","0955-792X","Journal of Logic and Computation"
"3368","https://openalex.org/W1482524081","An Essay on Contraction","1996-06-01","https://openalex.org/A2165438513",NA,NA
"3369","https://openalex.org/W1998983201","Scientific Discovery from the Perspective of Hypothesis Acceptance","2002-09-01","https://openalex.org/A2918414640","0031-8248","Philosophy of Science"
"3370","https://openalex.org/W2002178444","Automatic categorization of case law","2001-05-01","https://openalex.org/A2443482625",NA,"international conference on artificial intelligence and law"
"3371","https://openalex.org/W1090942","Is linguistic information relevant for the text legal classification problem","2005-01-01","https://openalex.org/A1976354563",NA,"international conference on artificial intelligence and law"
"3372","https://openalex.org/W2085575316","Empirical Methods for Artificial Intelligence","1995-08-03","https://openalex.org/A2431429390",NA,NA
"3373","https://openalex.org/W1493542677","Investigating Graphs in Textual Case-Based Reasoning","2004-08-30","https://openalex.org/A2157252357","0302-9743","Lecture Notes in Computer Science"
"3374","https://openalex.org/W2139865360","A simple algorithm for identifying negated findings and diseases in discharge summaries","2001-10-01","https://openalex.org/A2153584649","1532-0464","Journal of Biomedical Informatics"
"3375","https://openalex.org/W158613437","Argument Based Moderation of Benefit Assessment","2008-07-08","https://openalex.org/A2063490370",NA,"international conference on legal knowledge and information systems"
"3376","https://openalex.org/W2124634352","Automatically generating extraction patterns from untagged text","1996-08-04","https://openalex.org/A2078106182",NA,"national conference on artificial intelligence"
"3377","https://openalex.org/W2598282550","TiMBL: Tilburg Memory Based Learner, version 5.1, Reference Guide","2004-01-01","https://openalex.org/A2234963844",NA,"ILK"
"3378","https://openalex.org/W2966207845","Data Mining","2008-01-01","https://openalex.org/A3190249923",NA,NA
"3379","https://openalex.org/W1594962278","Representation and Learning in Information Retrieval","1991-02-01","https://openalex.org/A3173850212",NA,NA
"3380","https://openalex.org/W2120879767","Extractive summarisation of legal texts","2006-12-01","https://openalex.org/A2079324213","0924-8463","Artificial Intelligence and Law"
"3381","https://openalex.org/W1755193636","A Case Study in Using Linguistic Phrases for Text Categorization on the WWW","1998-01-01","https://openalex.org/A2633409262",NA,NA
"3382","https://openalex.org/W1998804811","Deep semantic interpretations of legal texts","2007-06-04","https://openalex.org/A2102456928",NA,"international conference on artificial intelligence and law"
"3383","https://openalex.org/W2031745026","Is linguistic information relevant for the classification of legal texts","2005-06-06","https://openalex.org/A1976354563",NA,"international conference on artificial intelligence and law"
"3384","https://openalex.org/W2001212975","Automatic summarisation of legal documents","2003-06-24","https://openalex.org/A2120394802",NA,"international conference on artificial intelligence and law"
"3385","https://openalex.org/W1969203620","Improving the representation of legal case texts with information extraction methods","2001-05-01","https://openalex.org/A74792458",NA,"international conference on artificial intelligence and law"
"3386","https://openalex.org/W143376543","Bootstrapping Case Base Development with Annotated Case Summaries","1999-07-27","https://openalex.org/A74792458","0302-9743","Lecture Notes in Computer Science"
"3387","https://openalex.org/W1488777300","Information Extraction: Algorithms and Prospects in a Retrieval Context","2006-07-28","https://openalex.org/A1931663571",NA,NA
"3388","https://openalex.org/W1970161214","Natural language processing for information retrieval","1996-01-01","https://openalex.org/A3173850212","0001-0782","Communications of The ACM"
"3389","https://openalex.org/W1507179106","Text categorization and relational learning","1995-07-09","https://openalex.org/A2115385359",NA,"international conference on machine learning"
"3390","https://openalex.org/W3122244537","Near knowledge : inductive learning systems in law","2000-01-01","https://openalex.org/A2134956973","1522-1687","Virginia Journal of Law and Technology"
"3391","https://openalex.org/W1564391606","Life of Johnson","2011-10-29","https://openalex.org/A3213662502",NA,NA
"3392","https://openalex.org/W2010613641","Review of “Natural Language Processing for online applications: Text retrieval, extraction and categorization” by Peter Jackson and Isabelle Moulinier","2004-01-01","https://openalex.org/A2208897122","0142-5471","Information Design Journal"
"3393","https://openalex.org/W2112865076","On Comparing Classifiers: Pitfalls toAvoid and a Recommended Approach","1997-01-31","https://openalex.org/A1904680277","1384-5810","Data Mining and Knowledge Discovery"
"3394","https://openalex.org/W1485290091","A Pragmatic Legal Expert System","1996-01-01","https://openalex.org/A2019566896",NA,NA
"3395","https://openalex.org/W1493949745","Natural language processing for online applications : text retrieval, extraction and categorization","2002-06-20","https://openalex.org/A2577603359","1567-8202","Natural language processing"
"3396","https://openalex.org/W228649822","Why Do We Ask the Same Questions? The Triple Helix Dilemma Revisited","2007-01-01","https://openalex.org/A2135485182","0023-9283","Law Library Journal"
"3397","https://openalex.org/W1570448133","Data Mining: Practical Machine Learning Tools and Techniques","1999-10-25","https://openalex.org/A2163446563",NA,NA
"3398","https://openalex.org/W2124115264","Corpus-based Statistical Screening for Phrase Identification","2000-09-01","https://openalex.org/A2121197712","1067-5027","Journal of the American Medical Informatics Association"
"3399","https://openalex.org/W69295931","An analysis of statistical and syntactic phrases","1997-06-25","https://openalex.org/A2104374829",NA,"RIAO '97 Computer-Assisted Information Searching on Internet"
"3400","https://openalex.org/W2111989294","Handbook of Natural Language Processing","2000-01-01","https://openalex.org/A2232810675","0891-2017","Computational Linguistics"
"3401","https://openalex.org/W18748505","Information Extraction: Algorithms and Prospects in a Retrieval Context (The Information Retrieval Series)","2006-10-01","https://openalex.org/A2657132218",NA,NA
"3402","https://openalex.org/W1554395100","From Key Numbers to Keywords: How Automation Has Transformed the Law","2002-01-01","https://openalex.org/A2653877001","0023-9283","Law Library Journal"
"3403","https://openalex.org/W1507223999","Question Answering from Frequently Asked Question Files: Experiences with the FAQ Finder System","1997-06-20","https://openalex.org/A2122091461","0738-4602","Ai Magazine"
"3404","https://openalex.org/W1487629352","Improving Minority Class Prediction Using Case-Specific Feature Weights","1997-07-08","https://openalex.org/A229573375",NA,"international conference on machine learning"
"3405","https://openalex.org/W1600986031","Relating Carneades with abstract argumentation","2011-07-16","https://openalex.org/A1962682903",NA,"international joint conference on artificial intelligence"
"3406","https://openalex.org/W106283100","Carneades and Abstract Dialectical Frameworks: A Reconstruction","2010-08-05","https://openalex.org/A73842927",NA,"computational models of argument"
"3407","https://openalex.org/W2167497429","Semantics of Abstract Argument Systems","2009-01-01","https://openalex.org/A2306492154","0883-9514","Applied Artificial Intelligence"
"3408","https://openalex.org/W1989942769","Argumentation semantics for defeasible logics","2000-08-28","https://openalex.org/A2108494256","0302-9743","Lecture Notes in Computer Science"
"3409","https://openalex.org/W2914514117","Defeasible logic","1994-04-01","https://openalex.org/A2167746919",NA,"Handbook of logic in artificial intelligence and logic programming (vol. 3)"
"3410","https://openalex.org/W1572584518","The Complexity of Boolean Networks","1988-12-01","https://openalex.org/A2087778684",NA,NA
"3411","https://openalex.org/W1727543676","Relating the semantics of abstract dialectical frameworks and standard AFs","2011-07-16","https://openalex.org/A2689126513",NA,"international joint conference on artificial intelligence"
"3412","https://openalex.org/W1990373305","On the relationship between Carneades and Defeasible Logic","2011-06-06","https://openalex.org/A2108494256",NA,"international conference on artificial intelligence and law"
"3413","https://openalex.org/W2186552959","Relating proof standards and abstract argumentation","2011-01-01","https://openalex.org/A1962682903",NA,NA
"3414","https://openalex.org/W1486709607","Abstract dialectical frameworks","2010-05-09","https://openalex.org/A73842927",NA,"principles of knowledge representation and reasoning"
"3415","https://openalex.org/W2015899729","On the evaluation of argumentation formalisms","2007-04-01","https://openalex.org/A2041027264","0004-3702","Artificial Intelligence"
"3416","https://openalex.org/W2148970881","Elements of argumentation","2008-01-01","https://openalex.org/A2105909224",NA,NA
"3417","https://openalex.org/W3145128584","Introduction to Algorithms","2005-01-01","https://openalex.org/A3144850407",NA,NA
"3418","https://openalex.org/W2118090719","On principle-based evaluation of extension-based argumentation semantics","2007-07-01","https://openalex.org/A2306492154","0004-3702","Artificial Intelligence"
"3419","https://openalex.org/W136937263","A unified setting for inference and decision: an argumentation-based approach","2005-07-26","https://openalex.org/A248769468",NA,"uncertainty in artificial intelligence"
"3420","https://openalex.org/W2033831135","Normative positions within an algebraic approach to normative systems","2004-03-01","https://openalex.org/A1994630096","1570-8683","Journal of Applied Logic"
"3421","https://openalex.org/W80272250","Value Added: Processing Information with Argumentation","2005-01-01","https://openalex.org/A2103531143",NA,NA
"3422","https://openalex.org/W2095995891","Reactive reasoning and planning","1987-07-13","https://openalex.org/A2498599756",NA,"national conference on artificial intelligence"
"3423","https://openalex.org/W1486012305","The American Senator","1876-01-01","https://openalex.org/A2476343354",NA,NA
"3424","https://openalex.org/W1488517526","Social security case law: Digest of Commissioners' decisions","1979-01-01","https://openalex.org/A2342990776",NA,NA
"3425","https://openalex.org/W3123327779","Burdens of Persuasion in Civil Cases: Algorithms v. Explanations","2004-01-01","https://openalex.org/A2097334593",NA,"Michigan state law review"
"3426","https://openalex.org/W1875945381","Deadly Dilemmas II: Bail and Crime","2008-12-09","https://openalex.org/A2097334593",NA,"Social Science Research Network"
"3427","https://openalex.org/W2312052668","Inference to the Best Explanation, 2nd edition","2004-01-01","https://openalex.org/A2702627528",NA,NA
"3428","https://openalex.org/W2171108039","The Error of Expected Loss Minimization","2003-03-01","https://openalex.org/A2097334593","1470-8396","Law, Probability and Risk"
"3429","https://openalex.org/W2785998151","The Hearsay Rule as a Rule of Admission","1992-01-01","https://openalex.org/A2097334593","0026-5535","Minnesota Law Review"
"3430","https://openalex.org/W1488899316","Evidence: Text, Problems, and Cases","1997-06-01","https://openalex.org/A2097334593",NA,NA
"3431","https://openalex.org/W2047636492","Liaisons: Philosophy Meets the Cognitive and Social Sciences","1991-11-21","https://openalex.org/A2161653542",NA,NA
"3432","https://openalex.org/W2309747864","IX.—Essentially Contested Concepts","1956-06-01","https://openalex.org/A2708318794","0066-7374","Proceedings of the Aristotelian Society for the Systematic Study of Philosophy"
"3433","https://openalex.org/W1993279468","Meaning and experience","1994-01-01","https://openalex.org/A304602436","0039-7857","Synthese"
"3434","https://openalex.org/W1974909295","Logische Syntax der Sprache","1934-01-01","https://openalex.org/A1994766680","0031-8191","Philosophy"
"3435","https://openalex.org/W1807476733","Sistema jurídico, principios jurídicos y razón práctica","1988-11-15","https://openalex.org/A2599194942","0214-8676","Doxa"
"3436","https://openalex.org/W1560027740","Two Types of Substantive Reasons: The Core of a Theory of Common-Law Justification","1978-01-01","https://openalex.org/A2615152135","0010-8847","Cornell Law Review"
"3437","https://openalex.org/W2328341020","Law and Morality: Leon Petrażycki","1955-01-31","https://openalex.org/A2483150125","0003-1224","American Sociological Review"
"3438","https://openalex.org/W1986688915","Legal Adjudication and Democracy: Some Remarks on Dworkin and Habermas","1995-04-01","https://openalex.org/A2483036224","0966-8373","European Journal of Philosophy"
"3439","https://openalex.org/W2145197775","The European Union as an Essentially Contested Project","1998-12-01","https://openalex.org/A2021428252","1351-5993","European Law Journal"
"3440","https://openalex.org/W429802073","Grundlagen der juristischen Argumentation","1983-01-01","https://openalex.org/A2633451871","0071-7657","Forschungen aus Staat und Recht"
"3441","https://openalex.org/W168384132","Semantical considerations on nonmonotonic logic","1987-10-01","https://openalex.org/A2502975880",NA,"international joint conference on artificial intelligence"
"3442","https://openalex.org/W162353158","Epistemological problems of artificial intelligence","1987-10-01","https://openalex.org/A2425903239",NA,"international joint conference on artificial intelligence"
"3443","https://openalex.org/W1766332311","Negation as failure","1987-10-01","https://openalex.org/A2101796117",NA,"Logic and Data Bases"
"3444","https://openalex.org/W2102451699","Skepticism and floating conclusions","2002-02-01","https://openalex.org/A188550374","0004-3702","Artificial Intelligence"
"3445","https://openalex.org/W3026851316","Knowledge and Justification.","1976-03-01","https://openalex.org/A2496217918","0031-8205","Philosophy and Phenomenological Research"
"3446","https://openalex.org/W1496810557","The methodology of scientific research programmes: Falsification and the methodology of scientific research programmes","1978-01-01","https://openalex.org/A2066583684",NA,NA
"3447","https://openalex.org/W1582174699","Falsification and the Methodology of Scientific Research Programmes","1976-01-01","https://openalex.org/A2066583684",NA,NA
"3448","https://openalex.org/W2005593809","Policy Arguments in Judicial Decisions","1985-07-18","https://openalex.org/A2591000556",NA,NA
"3449","https://openalex.org/W1575125886","The Model of Principles","1968-08-01","https://openalex.org/A2168747938","0012-7086","Duke Law Journal"
"3450","https://openalex.org/W2484894346","EU Principles on Jurisdiction and Recognition and Enforcement of Judgments in Civil and Commercial Matters","2004-01-01","https://openalex.org/A2501381475",NA,NA
"3451","https://openalex.org/W619342719","Moral Aspects of Legal Theory: Essays on Law, Justice, and Political Responsibility","1993-01-29","https://openalex.org/A2503599158",NA,NA
"3452","https://openalex.org/W2499164971","Fundamentals of Legal Argumentation","1999-01-01","https://openalex.org/A2505963634","1566-7650","Argumentation library"
"3453","https://openalex.org/W157865758","Arguments from Unacceptable Consequences and a Reasonable Application of Law","2003-01-01","https://openalex.org/A2505963634",NA,NA
"3454","https://openalex.org/W2104370027","EU Principles on Jurisdiction and Recognition and Enforcement of Judgments in Civil and Commercial Matters: According to the Case Law of the European Court of Justice","2004-08-12","https://openalex.org/A2678357073",NA,NA
"3455","https://openalex.org/W2158311458","Moral Aspects of Legal Theory","1982-09-01","https://openalex.org/A2503599158","0363-6550","Midwest Studies in Philosophy"
"3456","https://openalex.org/W2066673954","Some problems with prolog as a knowledge representation language for legal expert systems","1987-01-01","https://openalex.org/A2777194487","1360-0869","International Review of Law, Computers & Technology"
"3457","https://openalex.org/W1584492196","Arthur, George and the Mystery of the Missing Motive: Towards a Theory of Evidentiary Reasoning about Motives","2007-01-27","https://openalex.org/A2117665321","1554-4567","International Commentary on Evidence"
"3458","https://openalex.org/W2000379270","Adcuctive Reasoning with Abstraction Axioms","1994-01-01","https://openalex.org/A682889704","0302-9743","Lecture Notes in Computer Science"
"3459","https://openalex.org/W1605610678","Learning, Bayesian Probability, Graphical Models, and Abduction","2000-01-01","https://openalex.org/A2066970836","1386-2790","Applied logic series"
"3460","https://openalex.org/W340492912","Abduction and induction: essays on their relation and integration","2000-01-01","https://openalex.org/A1814273096",NA,"Kluwer Academic Publishers"
"3461","https://openalex.org/W2321903117","Outline of a decision procedure for ethics","1951-04-01","https://openalex.org/A2100846658","0031-8108","The Philosophical Review"
"3462","https://openalex.org/W1581835282","Explanation Patterns: Understanding Mechanically and Creatively","1986-10-01","https://openalex.org/A378837251",NA,NA
"3463","https://openalex.org/W2125913250","Burdens and Standards of Proof for Inference to the Best Explanation","2010-04-28","https://openalex.org/A2062024486",NA,"Social Science Research Network"
"3464","https://openalex.org/W2973886516","A Default-Logic Paradigm for Legal Fact-Finding","2007-01-01","https://openalex.org/A2128835776",NA,"Jurimetrics Journal"
"3465","https://openalex.org/W1979472512","A spectrum of logical definitions of model-based diagnosis","1991-08-01","https://openalex.org/A682889704","0824-7935","Computational Intelligence"
"3466","https://openalex.org/W1964667662","Reasoning in explanation-based decision making","1993-10-01","https://openalex.org/A2092361308","0010-0277","Cognition"
"3467","https://openalex.org/W2551125686","The 13th International Conference on Artificial Intelligence and Law (ICAIL 2011)","2011-01-01","https://openalex.org/A2062024486",NA,"international conference on artificial intelligence and law"
"3468","https://openalex.org/W2129264276","Speech Acts: An Essay in the Philosophy of Language","1969-01-01","https://openalex.org/A2260550305",NA,NA
"3469","https://openalex.org/W2098791425","Representation results for defeasible logic","2001-04-01","https://openalex.org/A2048729876","1529-3785","ACM Transactions on Computational Logic"
"3470","https://openalex.org/W2099729898","Changing Legal Systems: Abrogation and Annulment Part II: Temporalised Defeasible Logic","2008-07-15","https://openalex.org/A2108494256",NA,"3rd International Workshop on Normative Multiagent Systems (NorMAS 2008)"
"3471","https://openalex.org/W608547368","Teoria e dogmatica delle fonti","1998-01-01","https://openalex.org/A2558137447",NA,NA
"3472","https://openalex.org/W71638810","A knowledge level analysis of belief revision","1989-12-01","https://openalex.org/A1989269690",NA,"principles of knowledge representation and reasoning"
"3473","https://openalex.org/W2323193582","I-and-I","1991-05-01","https://openalex.org/A2779454918","0192-2882","Theatre Journal"
"3474","https://openalex.org/W1997265046","Temporal defeasible reasoning","2001-08-01","https://openalex.org/A2088217492","0219-3116","Knowledge and Information Systems"
"3475","https://openalex.org/W2152977648","Embedding defeasible logic into logic programming","2006-11-01","https://openalex.org/A2048729876","1471-0684","Theory and Practice of Logic Programming"
"3476","https://openalex.org/W2109634618","Temporalised normative positions in defeasible logic","2005-06-06","https://openalex.org/A2108494256",NA,"international conference on artificial intelligence and law"
"3477","https://openalex.org/W1517798700","Norm Modifications in Defeasible Logic","2005-05-15","https://openalex.org/A2108494256",NA,"international conference on legal knowledge and information systems"
"3478","https://openalex.org/W1521746500","A New Approach to Base Revision","1999-09-21","https://openalex.org/A2800967140","0302-9743","Lecture Notes in Computer Science"
"3479","https://openalex.org/W2109029617","Propositional defeasible logic has linear complexity","2001-11-01","https://openalex.org/A2308495877","1471-0684","Theory and Practice of Logic Programming"
"3480","https://openalex.org/W1587450571","Revising Nonmonotonic Belief Sets: The Case of Defeasible Logic","1999-01-01","https://openalex.org/A2109342391",NA,"KI-99 : advances in artificial intelligence : 23rd Annual German Conference on Artificial Intelligence"
"3481","https://openalex.org/W2079635218","A Defeasible Logic Reasoner for the Semantic Web","2006-01-01","https://openalex.org/A336927581","1552-6283","International Journal on Semantic Web and Information Systems"
"3482","https://openalex.org/W643054118","Belief base dynamics","1991-01-01","https://openalex.org/A2415969429",NA,NA
"3483","https://openalex.org/W2100770290","Temporal extensions to defeasible logic","2007-12-02","https://openalex.org/A2108494256",NA,"australasian joint conference on artificial intelligence"
"3484","https://openalex.org/W221832774","Normative Multi-Agent Systems","2012-01-01","https://openalex.org/A1964774664",NA,"Dagstuhl Follow-Ups"
"3485","https://openalex.org/W2095618633","Changing Legal Systems: Abrogation and Annulment Part I: Revision of Defeasible Theories","2008-07-15","https://openalex.org/A2108494256","0302-9743","Lecture Notes in Computer Science"
"3486","https://openalex.org/W2122540544","Towards a general theory of action and time","1984-07-18","https://openalex.org/A2235393145","0004-3702","Artificial Intelligence"
"3487","https://openalex.org/W2054120547","Variants of temporal defeasible logics for modelling norm modifications","2007-06-04","https://openalex.org/A2108494256",NA,"international conference on artificial intelligence and law"
"3488","https://openalex.org/W2314995169","Philosophy and the Mirror of Nature","1980-12-01","https://openalex.org/A2572348913",NA,"Mln"
"3489","https://openalex.org/W2088563966","Unified Theories of Cognition","1990-12-01","https://openalex.org/A2126658068",NA,NA
"3490","https://openalex.org/W2049770765","Walter de Gruyter Berlin-New York","1982-03-01","https://openalex.org/A2639069794",NA,"Nachrichten Aus Chemie Technik Und Laboratorium"
"3491","https://openalex.org/W2889650057","Supporting the Drafting of a New Dutch National Assistance Act with ExpertiSZe","1993-11-26","https://openalex.org/A2745629250",NA,"Legal Knowledge Based Systems - Jurix 1993"
"3492","https://openalex.org/W364479500","Legality's Borders: An Essay in General Jurisprudence","2010-03-23","https://openalex.org/A2558844600",NA,NA
"3493","https://openalex.org/W2177819156","The Construction of Constitutional Rights","2010-04-30","https://openalex.org/A2599194942","1938-2545","Law & Ethics of Human Rights"
"3494","https://openalex.org/W2615627004","Zu einer Hermeneutik des Rechts: Argumentation und Interpretation","1994-01-01","https://openalex.org/A2616656259","0012-1045","Deutsche Zeitschrift für Philosophie"
"3495","https://openalex.org/W12628642","Hauptelemente einer Theorie der Doppelnatur des Rechts","2009-01-01","https://openalex.org/A2599194942","0001-2343","Archiv für Rechts- und Sozialphilosophie"
"3496","https://openalex.org/W52595140","Problems of Discourse Theory","1988-12-10","https://openalex.org/A2599194942","0011-1503","Critica-revista Hispanoamericana De Filosofia"
"3497","https://openalex.org/W2151990675","On Two Juxtapositions: Concept and Nature, Law and Philosophy. Some Comments on Joseph Raz's “Can There Be a Theory of Law?”","2007-06-01","https://openalex.org/A2599194942","0952-1917","Ratio Juris"
"3498","https://openalex.org/W1564716978","Vorschule der Rechtsphilosophie","1947-01-01","https://openalex.org/A165026793",NA,NA
"3499","https://openalex.org/W87842072","Immanuel Kant: Practical philosophy: On the common saying: That may be correct in theory, but it is of no use in practice (1793)","1996-01-01","https://openalex.org/A2345100099",NA,NA
"3500","https://openalex.org/W1604751800","Human dignity in bioethics and biolaw","2002-01-01","https://openalex.org/A1059067897",NA,NA
"3501","https://openalex.org/W2504200753","Legal Positivism and the Sources of Law","1979-08-02","https://openalex.org/A1920287254",NA,NA
"3502","https://openalex.org/W2489679658","Idea for a Universal History with a Cosmopolitan Aim","2009-05-01","https://openalex.org/A2345100099",NA,NA
"3503","https://openalex.org/W2083756830","On the Background and Significance of Gustav Radbruch’s Post-War Papers","2006-03-20","https://openalex.org/A1999153009","0143-6503","Oxford Journal of Legal Studies"
"3504","https://openalex.org/W2498049474","Authority and Reason","1999-06-03","https://openalex.org/A3213782733",NA,NA
"3505","https://openalex.org/W1988869172","AGREEMENTS AND DISAGREEMENTS","1992-06-01","https://openalex.org/A2523747748","0308-1079","International Journal of General Systems"
"3506","https://openalex.org/W1989904612","On Two Distinct and Opposing Versions of Natural Law: “Exclusive” versus “Inclusive”","2006-06-01","https://openalex.org/A2528232832","0952-1917","Ratio Juris"
"3507","https://openalex.org/W2625768520","Law and Natural Law","2012-01-25","https://openalex.org/A2764742087",NA,NA
"3508","https://openalex.org/W2071294820","Ethics: Inventing Right and Wrong","1977-11-17","https://openalex.org/A2632275769",NA,NA
"3509","https://openalex.org/W2096493949","How Law Claims, What Law Claims","2008-11-10","https://openalex.org/A3214120189",NA,"Social Science Research Network"
"3510","https://openalex.org/W2333427991","Law and Correctness","1998-01-01","https://openalex.org/A2599194942","0070-1998","Current Legal Problems"
"3511","https://openalex.org/W3160887612","Begründen und Entscheiden","2012-04-02","https://openalex.org/A3160924819",NA,NA
"3512","https://openalex.org/W1550972686","Begründen und Entscheiden : Kritik und Rekonstruktion der Alexyschen Diskurstheorie des Rechts","2008-01-01","https://openalex.org/A1964236924",NA,NA
